taxon,lfc_TreatmentSterile feed,lfc_TreatmentAntibiotics (2X),lfc_TreatmentAntibiotics (1X),lfc_TreatmentAntibiotics (2X)_TreatmentSterile feed,lfc_TreatmentAntibiotics (1X)_TreatmentSterile feed,lfc_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X),se_TreatmentSterile feed,se_TreatmentAntibiotics (2X),se_TreatmentAntibiotics (1X),se_TreatmentAntibiotics (2X)_TreatmentSterile feed,se_TreatmentAntibiotics (1X)_TreatmentSterile feed,se_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X),W_TreatmentSterile feed,W_TreatmentAntibiotics (2X),W_TreatmentAntibiotics (1X),W_TreatmentAntibiotics (2X)_TreatmentSterile feed,W_TreatmentAntibiotics (1X)_TreatmentSterile feed,W_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X),p_TreatmentSterile feed,p_TreatmentAntibiotics (2X),p_TreatmentAntibiotics (1X),p_TreatmentAntibiotics (2X)_TreatmentSterile feed,p_TreatmentAntibiotics (1X)_TreatmentSterile feed,p_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X),q_TreatmentSterile feed,q_TreatmentAntibiotics (2X),q_TreatmentAntibiotics (1X),q_TreatmentAntibiotics (2X)_TreatmentSterile feed,q_TreatmentAntibiotics (1X)_TreatmentSterile feed,q_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X),diff_TreatmentSterile feed,diff_TreatmentAntibiotics (2X),diff_TreatmentAntibiotics (1X),diff_TreatmentAntibiotics (2X)_TreatmentSterile feed,diff_TreatmentAntibiotics (1X)_TreatmentSterile feed,diff_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X),passed_ss_TreatmentSterile feed,passed_ss_TreatmentAntibiotics (2X),passed_ss_TreatmentAntibiotics (1X),passed_ss_TreatmentAntibiotics (2X)_TreatmentSterile feed,passed_ss_TreatmentAntibiotics (1X)_TreatmentSterile feed,passed_ss_TreatmentAntibiotics (1X)_TreatmentAntibiotics (2X)
Seq_21,1.6684585220743995,1.2489406465184598,2.9274119402083945,-0.41951787555593967,1.258953418133995,1.6784712936899346,0.47360814270842666,0.7970859865175588,0.604092060746169,0.8114871242360772,0.6229707061771217,0.8939428940473583,3.5228670531992385,1.5668832066350062,4.8459698950396435,-0.5169741614210676,2.0208870267104535,1.8776046041269998,0.00969023645152189,0.16112585794620274,0.0018649266897191974,0.6211025097062828,0.0830216076100362,0.10252608836465342,0.20559015174174824,1,0.04143161456619406,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Seq_24,-0.973715594056843,-3.705515102624029,-2.0957998731178145,-2.731799508567186,-1.1220842790609713,1.6097152295062145,0.6459142896394036,0.9633624205634276,0.9115382120418654,0.857813496394313,0.799173794149239,1.072166329003267,-1.5074996941164471,-3.846439329091578,-2.2991903635319657,-3.184607749877898,-1.404055397306273,1.501367078933244,0.1701111704033451,0.004902212950125372,0.05053466038746039,0.01290766582856136,0.19791240333256704,0.1716569913747234,1,0.10890862283792044,1,0.2738518290654235,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Seq_27,0.26354855057171656,1.2924149598941932,1.5899147362241937,1.0288664093224766,1.326366185652477,0.29749977633000046,0.7332555857507703,0.961682090986446,0.8320775081534321,0.785966231244113,0.6206959417515439,0.8788811877587291,0.3594224929113534,1.343910812115153,1.9107772060232389,1.3090465829478128,2.1369016557601457,0.3384982867691898,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_29,2.5503148554365245,0.5999698034081069,-1.14684832014612,-1.9503450520284176,-3.697163175582644,-1.7468181235542268,1.1064901219037797,1.6102023169538735,1.1502590409263078,1.3011404821279686,0.6506234809329347,1.3385596832395157,2.3048690674694514,0.37260522922554823,-0.9970348237580978,-1.4989504045241127,-5.682492691904156,-1.30499830932205,0.05459797138040523,0.7204678311532664,0.35195697932662057,0.17756371777723393,7.487947031921528e-4,0.23315229451204772,1,1,1,1,0.016635385027674317,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_32,-0.06065403573245395,0.670507917070916,0.5933366133119108,0.7311619528033699,0.6539906490443648,-0.07717130375900516,0.6596694544193458,1.1106420090914542,0.88703819549776,1.0162638185433903,0.765573795785627,1.1766329589376623,-0.09194610319776415,0.6037120076336893,0.6688963522917533,0.719460773336734,0.8542489994360944,-0.06558655626022938,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_33,0.5476188654356111,0.22004166440607476,-0.23004407730980686,-0.32757720102953636,-0.777662942745418,-0.4500857417158816,0.5685561206595218,0.6816623416310452,1.241491016849189,0.5971057609131054,1.1971514885907015,1.2548223668286471,0.9631746903021225,0.3228015557960424,-0.18529661043673232,-0.548608341223503,-0.6495944332499561,-0.358684825529049,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_35,1.59003718675237,1.4911733704844827,1.5551634146443432,-0.0988638162678872,-0.03487377210802678,0.06399004415986043,0.7903886619103709,1.143862644725423,1.4484793853310711,0.9591466556013618,1.3075293827222836,1.5470425332885613,2.011715581685151,1.3036297472957774,1.073652431918379,-0.10307476514725684,-0.02667150166478048,0.04136282150164046,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_37,0.28681343376759943,0.6383933769802662,0.8891433397026454,0.3515799432126668,0.602329905935046,0.25074996272237915,0.5865506756116584,0.8182344002509019,0.8306840754192151,0.736253615147273,0.7500652539736472,0.9423713301623796,0.4889832126925926,0.7802084302303967,1.070374846482916,0.4775255916975567,0.8030366728015483,0.2660840315241472,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_41,-0.5912115161691452,-2.3900136930680485,-1.1988338294975103,-1.7988021768989033,-0.607622313328365,1.1911798635705382,0.7084736926990177,1.0185906494561587,1.0843574861544256,0.8787627911745465,0.954216060319939,1.2025473910351487,-0.8344861951286465,-2.3463927283684702,-1.1055706672428338,-2.046971258870258,-0.6367764478043216,0.9905471272489099,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_43,3.327058135097298,2.8284059517947635,3.722684384925193,-0.49865218330253436,0.3956262498278953,0.8942784331304297,0.7919986222008408,1.0723883190614691,1.0837756575614232,0.8889728431418971,0.9026769548997027,1.156538185361147,4.200838286627218,2.63748299148775,3.4349215715930668,-0.5609307271301425,0.43828110120730146,0.7732372734854209,0.0056805266530124444,0.0386704208870449,0.01388711082083355,0.5951562080611841,0.676521971789128,0.4687402752553397,0.1261998083453035,0.7817695898245834,0.2946319457933605,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_45,0.8508395995087065,2.08421880519722,1.379904969477936,1.2333792056885136,0.5290653699692295,-0.704313835719284,0.45225135790026694,0.6401409148849946,0.7770653444933946,0.642228228247636,0.7787857573562436,0.9009752249912872,1.8813422771332806,3.2558750061643273,1.7757901304652324,1.920468692343022,0.6793464890334617,-0.7817238656324816,0.09670565480965154,0.011598645971575526,0.11367812709641868,0.09104970129868101,0.5160884900539309,0.45688659989148206,1,0.2576780267198671,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Seq_46,0.5396415982429339,-1.5830749655317515,-0.07513598083570541,-2.122716563774685,-0.6147775790786393,1.507938984696046,0.7528730834686692,1.050600229621775,0.8385998358938132,0.8841657098030183,0.6174446085854822,0.9582175156721904,0.7167763200627042,-1.506829068656945,-0.08959694197366791,-2.4008130379175205,-0.9956805364080303,1.5736917349483281,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_52,0.5182003126851094,-1.3004560478476452,0.1631855786332735,-1.8186563605327546,-0.35501473405183587,1.4636416264809187,0.5257322498694872,0.6674731361086929,1.0029441001607304,0.616862080315078,0.9699975807965138,1.0535754816931866,0.985673435125489,-1.948327172280198,0.16270655424078131,-2.9482382181829516,-0.36599548398905846,1.3892138265487353,0.3531619412224645,0.08721730450092781,0.8747843015560964,0.018475389179832005,0.7238577382632195,0.2022124448273783,1,1,1,0.41045324069788947,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Seq_54,0.7832819452597273,0.4036185047752947,1.0208795546714988,-0.37966344048443257,0.23759760941177155,0.6172610498962041,0.5796092171895544,1.1987032237598108,0.7445663692381397,1.1485638814421484,0.6608242196694643,1.2400125899775503,1.3513966341973547,0.3367126214187687,1.3711061858946036,-0.33055491872835435,0.3595473687853251,0.4977861151453142,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_56,-0.6882435100769331,-0.11066428012892424,-1.581365705631501,0.5775792299480088,-0.8931221955545678,-1.4707014255025768,0.5538851561989284,1.2005742390636118,0.8429794896633357,1.1760676296923878,0.807694859523173,1.3367725024647303,-1.2425743899692985,-0.09217612416474709,-1.8759242959316338,0.4911105580714609,-1.1057668437828456,-1.1001882689768898,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_60,-0.6559281238213007,-0.4297648551390151,-0.6396512206437146,0.22616326868228565,0.01627690317758612,-0.20988636550469952,0.8423093996345379,0.9707799520825474,1.018001516662551,0.6871683868172038,0.7524053192281533,0.8938916908974583,-0.7787258744897012,-0.4427005875194169,-0.628340145052797,0.3291235060009362,0.021633158035463656,-0.23480066728663257,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_70,0.6032193636628422,0.16609523492956493,0.739497843480211,-0.43712412873327733,0.13627847981736874,0.5734026085506461,1.0284688808999125,1.1052925621266059,1.2065590111555866,0.6484349543095288,0.8090617340343998,0.9047122738150677,0.5865217459326761,0.15027264329906848,0.6128981978029853,-0.6741217848114603,0.16844014997200996,0.6337955448892864,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_77,3.7045353162261234,2.992661591515483,4.670007688570401,-0.7118737247106406,0.9654723723442773,1.6773460970549179,0.9850193386676372,1.2536574175073525,1.0803687201029786,0.9292813896358029,0.6775718058104192,1.0298045323997989,3.760875721726412,2.387144645517109,4.3226054231978,-0.766047542380713,1.4249004519742532,1.628800460943908,0.00706677922806009,0.048371387431360005,0.003469101817008083,0.468687482871575,0.19720893565826297,0.14737894929289483,0.1499303160547884,0.9778864269907375,0.07707031604272012,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Seq_79,0.7539170026714097,0.3685200075795398,0.6646035480677565,-0.3853969950918699,-0.08931345460365325,0.29608354048821667,0.9445153283282339,1.151745864592725,1.1767145948799638,0.8281871929043204,0.8625733172825436,1.0855607117279367,0.7982051535424226,0.3199664256748637,0.5647958740033749,-0.4653501024814742,-0.10354302969285778,0.272747104136559,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_82,2.0681509605138726,2.758135052086457,2.856808974307319,0.6899840915725846,0.7886580137934462,0.09867392222086169,0.6914690818354425,0.953114041259472,0.864401237138,0.8235623461881673,0.7190396798360303,0.9733010560408912,2.9909521840429245,2.8938143104489145,3.304957063418958,0.837804320178253,1.0968212685749021,0.10138067929591983,0.017308794558517672,0.020081306855203217,0.010778905469587409,0.42646053785785787,0.3046343308242989,0.9217431633685588,0.36722712779557765,0.4059680412889732,0.23946649448650947,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Seq_84,2.229377441418231,2.8344742088093104,2.2409864390285117,0.6050967673910796,0.011608997610280891,-0.5934877697807988,0.5605683123851101,0.964700966393918,1.3374463106782237,0.9156949869086118,1.3025405899376015,1.5208626204052964,3.9769951175667773,2.9381894572000506,1.6755711396684774,0.6608060282538922,0.008912580306489353,-0.39023101877711974,0.00407880466941631,0.01876153904775037,0.13235067779032864,0.5273035442770998,0.9931071305039787,0.706550472175534,0.09061560643946505,0.3980488689860552,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_89,1.3970297244667513,-0.9451183476279932,0.5412610190194339,-2.3421480720947443,-0.8557687054473174,1.486379366647427,0.6019921360210079,0.7648748007620235,0.8253961082399823,0.6833572442634066,0.7504814441038768,0.8864881989929986,2.3206776980521866,-1.2356510460096188,0.6557591120384387,-3.427413833330112,-1.140292957501648,1.6767051928450616,0.05334118564560912,0.25644442222753405,0.5329318334672469,0.011023844918369856,0.29167249749547025,0.13750302442134915,1,1,1,0.24490812224054112,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_91,1.5128265759844517,2.636897344002039,2.2714733008402868,1.1240707680175874,0.7586467248558351,-0.36542404316175237,0.35195191886597504,1.4855519774934056,0.8044453987812085,1.5107466956319298,0.8500725264049437,1.674997858144783,4.298389907516155,1.7750286654064544,2.8236513059577804,0.7440497942293365,0.8924494102453128,-0.21816388682818597,0.0026214543077259884,0.1138102131065799,0.022367761864257655,0.4781286420505235,0.3982008675364822,0.832763580929829,0.05823879570137196,1,0.474559271984926,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_97,0.7289361050674833,0.9292528362677234,0.28505416928291977,0.20031673120024007,-0.44388193578456353,-0.6441986669848037,0.6348033389687207,0.8420324549469886,1.050128571197899,0.7345072701644195,0.9660498386659334,1.1132365727035258,1.1482865012205,1.1035831585924154,0.2714469228827417,0.2727225983146486,-0.4594814035656197,-0.5786718499737655,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_103,-0.28969494509493776,-1.2573777218038142,-0.6438235169225528,-0.9676827767088765,-0.35412857182761504,0.6135542048812614,0.5280687545042411,0.6822669414545617,0.6537474346923885,0.6971489904608639,0.6692639567956116,0.7965838397706926,-0.5485932326499942,-1.8429410035947849,-0.9848199514931859,-1.388057344914422,-0.5291313961133625,0.7702318001553751,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Seq_105,0.4780436703202355,-2.4412093638505694,0.22705308666300286,-2.9192530341708047,-0.2509905836572326,2.668262450513572,1.1578117452712924,1.3454364529508356,1.202863533658794,0.8929410019116117,0.658805786686871,0.950629410450192,0.41288549047170253,-1.8144367639931747,0.18876047058502735,-3.2692563427160986,-0.3809781102856765,2.8068376816260674,0.6905346551903911,0.107160717900645,0.8549812018353389,0.011368843473520619,0.7131375017712721,0.022954644117969228,1,1,1,0.25257268473605266,1,0.48701069277313097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Seq_109,1.0792634104510903,1.9585204381568646,1.7497891087373536,0.8792570277057743,0.6705256982862633,-0.208731329419511,0.45035777668576327,1.2925434522426935,0.7207384933071884,1.3005502665795092,0.7350009494546847,1.4170648695855124,2.3964578082641737,1.5152453364400507,2.4277725208046714,0.676065393472449,0.9122786831550935,-0.14729835867045687,0.043416062166772046,0.16817657301151204,0.04134566962892495,0.5180623906131243,0.3882861951801668,0.8865411174488939,0.9211245621869205,1,0.9185443360804408,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_114,0.7904857086414901,2.3647181315478,0.8963365069079561,1.5742324229063098,0.10585079826646593,-1.468381624639844,0.6571771541486089,1.2539144065162198,0.887851753734108,1.1683348347732152,0.7622241690502626,1.3120233270862312,1.2028502568163468,1.8858688593567983,1.0095564976226754,1.3474154634890119,0.13887095498212404,-1.1191734127935489,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_128,2.6087778295395383,4.442502696077217,3.2803094466125042,1.833724866537679,0.6715316170729659,-1.1621932494647131,0.5803641509602011,1.2241490318234831,0.811441986220911,1.1787676747244986,0.7412087937033445,1.308093567088297,4.495070595286367,3.6290538003037907,4.0425680483822735,1.5556287348703017,0.9059952104962943,-0.8884633933730404,0.0028149113109547826,0.00840840479515709,0.004916848271832067,0.16374868620736246,0.3950527298558529,0.4037865486599085,0.0625366783136441,0.16998612937236499,0.10431691603751818,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Seq_134,1.2191898228573723,-0.4013553122387447,0.6434844580698498,-1.620545135096117,-0.5757053647875225,1.0448397703085945,0.5516380608937759,0.9500185128918774,0.6474058928408652,0.9051319937670935,0.5795370060561941,0.966485264243189,2.2101263659762975,-0.42247104323999984,0.9939428497417472,-1.7903964794698353,-0.9933884441741758,1.0810715992930957,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seq_137,-0.060966823074295906,-2.3168189262769707,-0.9954295300520435,-2.255852103202675,-0.9344627069777476,1.3213893962249272,0.7504154483421841,0.9870975616146319,0.9148981663463661,0.8041919244077438,0.7137238330902373,0.9594998493777748,-0.08124409380028577,-2.3471022686828085,-1.0880222156606547,-2.805116583163929,-1.3092777117050565,1.3771647771303288,0.9372436354109841,0.04689289550313113,0.3082743607553417,0.023015609848779168,0.22679160470071974,0.20576301887093956,1,0.9948898099988632,1,0.5113197647485535,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Seq_142,-0.1679616780682021,-3.459638620839096,-2.764658621904975,-3.291676942770894,-2.596696943836773,0.6949799989341212,0.743503931475074,0.9435652215666558,1.1741427186584477,0.759116191253161,1.0317718683174224,1.1840905453057489,-0.2259055681588323,-3.666560129351587,-2.3546188874414002,-4.336196462015837,-2.5167355532491653,0.58693146540974,0.8277291155468629,0.008000561284621942,0.05074143165585102,0.0034118950097698922,0.040000986663904475,0.5756820354470822,1,0.1697416380656277,0.9750583218191914,0.07579939724407707,0.8086685952594743,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
