Comparison,diff.btw,diff.win,effect,overlap,OTU,baseMean,Kingdom,Phylum,Class,Order,Family,Genus,Species,Significance
Sterile feed _vs_ Control,10.297392846354441,3.6143065190329016,2.980039460684066,3.6539984880401186e-4,Seq_32,0.13620946561025477,Archaea,Rare,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanimicrococcus,NA,Pass
Sterile feed _vs_ Control,6.213329360218874,3.2146485972951533,1.9897778818419978,3.6539984880401186e-4,Seq_33,0.11824195398837435,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Pass
Sterile feed _vs_ Control,-5.707061859666357,4.196196955042604,-1.2589355182489308,0.06771220268144004,Seq_34,3.850513580477891,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,NA,Fail
Sterile feed _vs_ Control,6.145207136113338,1.8751311124339347,3.3613801369976133,3.6539984880401186e-4,Seq_35,0.09572563156244633,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA,Pass
Sterile feed _vs_ Control,4.564968697945422,3.515663676711962,1.1594839515475375,0.09844812603851023,Seq_37,0.05844982614078723,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.0183149343378917,4.695884589001145,0.21194318611343294,0.41145853996478227,Seq_39,9.792688778557928e-4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA,Fail
Sterile feed _vs_ Control,8.443135183269487,7.724463736108536,1.221284029331259,0.11917301344015688,Seq_41,0.3718441239886893,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Fail
Sterile feed _vs_ Control,9.704559969774332,3.143008833729855,2.897727851728977,3.6539984880401186e-4,Seq_42,0.5496658613162115,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Pass
Sterile feed _vs_ Control,6.228291800870643,6.270356917395317,1.0044718291802988,0.10416906367182907,Seq_43,0.4597821716403559,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Apibacter,NA,Fail
Sterile feed _vs_ Control,4.81480987088901,4.27973869781074,0.9737458789793467,0.10937726601935378,Seq_44,0.010052271813429834,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA,Fail
Sterile feed _vs_ Control,7.886921484380187,4.081978171276343,1.9169059883185575,3.6539984880401186e-4,Seq_45,0.07713329926579876,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA,Pass
Sterile feed _vs_ Control,10.49033655119387,6.830061296995017,1.8090030377728166,3.6539984880401186e-4,Seq_46,0.551978030100998,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,Pass
Sterile feed _vs_ Control,1.4031524908298794,3.327743299456695,0.4778696383414709,0.23958414114009113,Seq_47,0.25220199965084594,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.9627816599312169,1.8029326853050862,-0.6696864644252126,0.1658044601570453,Seq_48,0.23062492841479212,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA,Fail
Sterile feed _vs_ Control,-1.89508122967269,3.003627294001715,-0.5770384085509872,0.23958414114009113,Seq_51,0.3845779472269117,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas,NA,Fail
Sterile feed _vs_ Control,7.156633514748519,5.241323684927793,1.3887478079933706,0.09375270194648697,Seq_52,0.30062707263429445,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,-6.2768414615008705,3.444263985180889,-1.4270281556339999,0.020738564384523036,Seq_53,1.6917300493087057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,Pass
Sterile feed _vs_ Control,3.1174800396507987,6.934666767912454,0.5267526110430978,0.26424938284549565,Seq_54,0.1195920121065769,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,T2WK15B57,NA,Fail
Sterile feed _vs_ Control,2.84108715600418,2.1698358147933785,1.485126710656251,0.046880728931082735,Seq_56,0.060583952242415445,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Ereboglobus,NA,Fail
Sterile feed _vs_ Control,13.24544832000881,7.355452986125142,1.0576756140112864,0.19270944958575004,Seq_57,0.6369587070475253,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.950439242733407,3.2396112250871525,-0.4143438191635793,0.341969304696059,Seq_58,0.569105184973102,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Humibacter,NA,Fail
Sterile feed _vs_ Control,3.821152142183002,1.8979452534766237,0.763298763925643,0.3333337571830611,Seq_60,0.10379075966823102,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Pragia,NA,Fail
Sterile feed _vs_ Control,-5.611524915178617,3.4449831042857753,-1.6010408382685015,3.6539984880401186e-4,Seq_61,1.0784469000584858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA,Pass
Sterile feed _vs_ Control,-3.9218643612652486,2.055611228978229,-1.9449947792734583,0.010443256861835112,Seq_63,0.1525030093429006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA,Pass
Sterile feed _vs_ Control,4.0469806337321375,5.33603650368368,0.6735169870233013,0.24352409472047634,Seq_64,8.337293547768524e-4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Fail
Sterile feed _vs_ Control,-2.6778865303775605,1.9063702647934653,-1.233886436647825,0.06218036416243111,Seq_66,0.04711346607157087,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,NA,Fail
Sterile feed _vs_ Control,0.902509460582535,3.314409254173368,0.22343356493215344,0.3782386315434618,Seq_68,0.0033350721207065417,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA,Fail
Sterile feed _vs_ Control,5.441080964034261,1.8989478457817457,2.7526561327886476,3.6539984880401186e-4,Seq_69,0.15237502785307666,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,metallidurans,Pass
Sterile feed _vs_ Control,5.868211908350401,4.028123037187856,1.662888073968585,3.6539984880401186e-4,Seq_70,0.05495107786003488,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,NA,Pass
Sterile feed _vs_ Control,-4.515696366645349,4.196952480710204,-0.9351393450274346,0.2968755499292992,Seq_71,0.6167558132293303,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,NA,Fail
Sterile feed _vs_ Control,3.950138157480711,5.017736813565971,0.6053927155008239,0.27083398913296086,Seq_72,0.004319903049888382,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Fail
Sterile feed _vs_ Control,1.2770494197484492,5.18805340259404,0.20004600594537475,0.39062525967192036,Seq_73,0.0019585377557115855,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Fail
Sterile feed _vs_ Control,-4.084826795169592,4.1184325012201,-0.9059580090808022,0.11917301344015688,Seq_74,0.4342222155924651,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Humibacter,antri,Fail
Sterile feed _vs_ Control,2.7636283556474073,3.1795094045827357,0.7043996265332158,0.18229287116029563,Seq_77,0.006547266466843468,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA,Fail
Sterile feed _vs_ Control,12.444730320047483,5.582981671633807,2.083339610143838,3.6539984880401186e-4,Seq_78,1.1575489511394936,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Pass
Sterile feed _vs_ Control,5.343342031837952,2.1266479664906086,2.5170546577868844,3.6539984880401186e-4,Seq_79,0.031454754303177665,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,Pass
Sterile feed _vs_ Control,-0.3917883268060596,5.602410810420191,-0.06630668198810821,0.468750070918891,Seq_80,0.00538597882820686,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,NA,Fail
Sterile feed _vs_ Control,-4.316101174003247,3.430714825355339,-1.240198969618084,0.06250421856082614,Seq_81,0.04240097085880064,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,4.018724430228296,3.7227774316092894,1.048789821449204,0.08854454762975288,Seq_82,0.00497033747515179,Bacteria,Rare,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-2.879239307166174,3.2550109917815555,-0.7303885695859698,0.1813483506875375,Seq_83,1.7604988002469508,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,japonica,Fail
Sterile feed _vs_ Control,3.919383851193122,5.0415212430464065,0.6470424282841167,0.2538867370173688,Seq_84,4.168646773884262e-4,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,7.049829659403929,8.015048201033846,0.8448351612063039,0.17187630277713065,Seq_85,1.192748102804223,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,Fail
Sterile feed _vs_ Control,2.53598109358761,2.042563636908449,1.10247717358702,0.17616705103658836,Seq_88,0.1569101973624602,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Fail
Sterile feed _vs_ Control,7.578798275643232,4.663966111242038,1.7218271242115852,0.005260450607949098,Seq_89,0.09701512082303636,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rs-E47_termite_group,NA,NA,Pass
Sterile feed _vs_ Control,-1.1522743013023122,1.8021554525003203,-0.5658451940194091,0.09896087489275612,Seq_90,0.35629210825416224,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.3860671524437551,5.3474026021662056,0.07062263221893633,0.4715026546350488,Seq_92,0.004178549416570038,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,NA,Fail
Sterile feed _vs_ Control,11.195643200741916,2.695462552235661,4.591142878862378,3.6539984880401186e-4,Seq_96,0.6060822659336618,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Pass
Sterile feed _vs_ Control,7.9188749670879774,3.320004400256342,2.4936446323765553,3.6539984880401186e-4,Seq_97,0.05419517877628778,Bacteria,Rare,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA,Pass
Sterile feed _vs_ Control,4.443319241194181,3.8782517612851892,0.9942183700291418,0.1302101784802118,Seq_98,0.004370552962360798,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA,Fail
Sterile feed _vs_ Control,-3.6549721659014685,2.4033293392508757,-1.4776737218167744,0.005233195823184881,Seq_99,0.4986800795865459,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,Pass
Sterile feed _vs_ Control,-0.29666300636321985,3.393346591790591,-0.10461365202770861,0.45595864852165235,Seq_100,0.48743749372433637,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,NA,Fail
Sterile feed _vs_ Control,8.091240161813268,6.856834255986417,0.9341215395601115,0.22798013900535738,Seq_101,0.09452857854313507,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Fail
Sterile feed _vs_ Control,-4.856090676616646,3.985186141788878,-1.051278737602825,0.05181857180955549,Seq_102,0.5513014092624025,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Fail
Sterile feed _vs_ Control,9.701209811496986,6.600625088816907,1.0639581838504084,0.18652965283039225,Seq_105,0.6828190011955162,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Candidatus_Symbiothrix,NA,Fail
Sterile feed _vs_ Control,8.92619456721653,4.982606430026836,1.7086915135132665,0.06736136392791461,Seq_109,0.07275186102727654,Archaea,Rare,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Candidatus_Methanoplasma,NA,Fail
Sterile feed _vs_ Control,-2.011370351007418,2.5487839561955834,-0.7450622066402419,0.16145974640553556,Seq_110,0.02356273488270863,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA,Fail
Sterile feed _vs_ Control,6.880919711200568,4.6096982675916776,1.3718971910149333,0.08290462227165131,Seq_111,0.05637541010785641,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.0780463843158152,1.7432742762337767,1.619324136951532,0.01564272201269862,Seq_112,0.027114828059713905,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Pass
Sterile feed _vs_ Control,0.754070362937374,4.594290299594858,0.15968125651993806,0.40104189948542546,Seq_113,0.0019585377557115855,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA,Fail
Sterile feed _vs_ Control,5.130664116057041,3.70490370166237,1.2547341521564523,0.06250421856082614,Seq_114,0.004594424298305257,Bacteria,Rare,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.2281758969461123,2.5170940737333765,-0.39977630463346703,0.3005186654698488,Seq_116,0.3325292092109321,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Fail
Sterile feed _vs_ Control,-3.8645822129985,2.582549427878865,-1.3268901777494801,0.0259172268997107,Seq_118,0.3868061814713278,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,engbaekii,Pass
Sterile feed _vs_ Control,10.253012826422946,7.699684424989832,1.006080265739639,0.2020735722673617,Seq_121,0.07364521633845614,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.2840778006494036,3.436670345221329,-0.2441412066323755,0.4062502196473848,Seq_122,0.1260589301589351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,Fail
Sterile feed _vs_ Control,-4.28016090336084,4.152256016301812,-0.9581135961867142,0.23316145645076272,Seq_125,1.0519839753900317,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,NA,Fail
Sterile feed _vs_ Control,9.650021248640712,9.000194644862246,0.9339036350303255,0.22395923090300057,Seq_126,0.286385999559092,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,2.6886221979032383,4.291338174751188,0.573414328881757,0.2447924468177518,Seq_128,4.3705529623607977e-4,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,9.08654714443513,2.876559727752956,3.2593119041932805,3.6539984880401186e-4,Seq_134,0.15308516146612844,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,Pass
Sterile feed _vs_ Control,7.083373836267337,3.5345212747465924,2.0315780903351053,0.005233195823184881,Seq_137,0.007863130974962163,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Pass
Sterile feed _vs_ Control,1.7897010961804964,1.0199143905982666,1.620683671765486,3.6539984880401186e-4,Seq_140,0.6604505276790319,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,Pass
Sterile feed _vs_ Control,-4.396681501790227,2.722420626904204,-1.5101516277208629,0.005260450607949098,Seq_141,0.2110369566925215,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA,Pass
Sterile feed _vs_ Control,11.105795320093458,6.154662619551142,1.777358267432556,0.010389148200048819,Seq_142,0.14533466307745035,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA,Pass
Sterile feed _vs_ Control,9.067169104162812,4.325458419830228,2.19213898346251,3.6539984880401186e-4,Seq_143,0.14243960844165457,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Pass
Sterile feed _vs_ Control,1.3938421989774832,5.87165066660839,0.26395096029601917,0.33160664253884775,Seq_144,0.7106120458484814,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Terriglobus,roseus,Fail
Sterile feed _vs_ Control,-6.843636452184878,2.3014521366404868,-2.7207209891085045,3.6539984880401186e-4,Seq_145,0.5468601892171921,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA,Pass
Sterile feed _vs_ Control,3.4880857350183057,5.038822206613272,0.5821051746467383,0.27604229999348795,Seq_147,7.675186123263489e-4,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.6031481312988527,2.8413470831515673,0.4562964332812245,0.3125004932063641,Seq_148,0.020096153997825487,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA,Fail
Sterile feed _vs_ Control,9.980453773947705,5.110232888383926,2.184847435338498,3.6539984880401186e-4,Seq_149,0.16059847283097597,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,Pass
Sterile feed _vs_ Control,6.4386962293620575,6.23121558835886,0.8731951699074336,0.19791774206198248,Seq_150,0.007741396865713993,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.518940890502594,5.660187790378238,0.5013920902237711,0.29166723654711024,Seq_151,0.0028972918600247448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,8.729792134748475,5.011070893325463,1.5618921375692978,0.010389148200048819,Seq_152,0.10262827545978113,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,Pass
Sterile feed _vs_ Control,8.603334834852355,5.283580566983859,0.6150791712250903,0.3264253119926425,Seq_153,0.3966711356870477,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,NA,Fail
Sterile feed _vs_ Control,9.208004874390863,3.8853910337778466,2.308914766830693,3.6539984880401186e-4,Seq_155,0.13833839346917665,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,NA,Pass
Sterile feed _vs_ Control,6.0209044935980325,4.810439680543269,1.276952002862922,0.06736136392791461,Seq_156,0.00799496206370092,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-2.7218245226038826,6.005735529763843,-0.4249407553363582,0.2968755499292992,Seq_157,0.028433369095628783,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,terrae,Fail
Sterile feed _vs_ Control,-0.16164122605301579,2.464273319019793,-0.042777362195984256,0.47916671384314896,Seq_158,0.11274698767490111,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,Fail
Sterile feed _vs_ Control,-3.8637648846503714,2.043482930726017,-1.9460394531015788,3.6539984880401186e-4,Seq_159,0.23867199154657254,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,mobile,Pass
Sterile feed _vs_ Control,6.7491391819750035,4.823875776275956,1.3955419245243346,0.05208845857586993,Seq_160,0.01149763371565935,Archaea,Rare,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Candidatus_Methanoplasma,NA,Fail
Sterile feed _vs_ Control,8.739142474988075,4.666025439675795,1.7293259114822939,0.05208845857586993,Seq_161,0.13110945055241163,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.34562079905525245,3.580311538539405,-0.09043282187210666,0.45595864852165235,Seq_162,0.02117117600219067,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,NA,Fail
Sterile feed _vs_ Control,5.0340665441761345,4.2004170640743705,1.0858172435744717,0.1139917747882861,Seq_164,0.01748221184944319,Archaea,Rare,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Candidatus_Methanoplasma,NA,Fail
Sterile feed _vs_ Control,7.172014773067241,3.0218682104086962,2.2591221909512367,3.6539984880401186e-4,Seq_165,0.05243309522012483,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Pass
Sterile feed _vs_ Control,-3.6654446288877893,2.10669798727319,-1.5250939652076223,3.6539984880401186e-4,Seq_166,0.23933063173364547,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,felis,Pass
Sterile feed _vs_ Control,-5.927458701471819,2.562818502511329,-2.302778273519403,0.005233195823184881,Seq_167,0.4395754482960042,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,Pass
