ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_4705	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified
Seq_4706	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Seq_4707	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4708	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera
Seq_4709	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	Unclassified
Seq_4710	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified
Seq_4711	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unclassified	Unclassified
Seq_4712	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Seq_4713	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola
Seq_4714	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Seq_4715	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Unclassified
Seq_4716	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	Unclassified
Seq_4717	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter
Seq_4718	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4719	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Seq_4720	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4721	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Unclassified
Seq_4722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter
Seq_4723	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4724	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Seq_4725	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4726	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
Seq_4727	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4728	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter
Seq_4729	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria
Seq_4730	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	Unclassified	Unclassified
Seq_4731	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
Seq_4732	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_4733	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Seq_4734	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
Seq_4735	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Seq_4736	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009
Seq_4737	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus
Seq_4738	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Seq_4739	Bacteria	Planctomycetota	vadinHA49	Unclassified	Unclassified	Unclassified
Seq_4740	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011
Seq_4741	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified
Seq_4742	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
Seq_4743	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4744	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified
Seq_4746	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_4747	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Seq_4748	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4749	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Unclassified	Unclassified
Seq_4750	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
Seq_4751	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
Seq_4752	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_4753	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4754	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Unclassified	Unclassified
Seq_4755	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4756	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207
Seq_4757	Bacteria	Firmicutes	Clostridia	Lachnospirales	Unclassified	Unclassified
Seq_4758	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4759	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4760	Bacteria	Firmicutes	Bacilli	RF39	Unclassified	Unclassified
Seq_4761	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4762	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified
Seq_4764	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4765	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Seq_4766	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Seq_4767	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Seq_4768	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter
Seq_4769	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified
Seq_4770	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unclassified
Seq_4771	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
Seq_4772	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified
Seq_4773	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Seq_4774	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_4775	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_4776	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4777	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Candidatus Methanoplasma
Seq_4778	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium
Seq_4779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Seq_4780	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_4781	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4782	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4783	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
Seq_4784	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4785	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Seq_4786	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4787	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4788	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4789	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans
Seq_4790	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4791	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
Seq_4792	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Unclassified
Seq_4793	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4794	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
Seq_4795	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides
Seq_4796	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_4797	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Seq_4798	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster
Seq_4799	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Seq_4800	Bacteria	Actinobacteriota	Actinobacteria	PeM15	Unclassified	Unclassified
Seq_4801	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Seq_4802	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4803	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4804	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
Seq_4805	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unclassified
Seq_4806	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4807	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4808	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus
Seq_4809	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
Seq_4810	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerococcus	Unclassified
Seq_4811	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4812	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Seq_4813	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
Seq_4814	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4815	Bacteria	Firmicutes	Clostridia	Oscillospirales	Unclassified	Unclassified
Seq_4816	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
Seq_4817	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Ereboglobus
Seq_4818	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
Seq_4819	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis
Seq_4820	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4821	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unclassified	Unclassified
Seq_4822	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified
Seq_4823	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified
Seq_4824	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_4825	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
Seq_4826	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga
Seq_4827	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Unclassified	Unclassified
Seq_4828	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Seq_4829	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Flexivirga
Seq_4830	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified
Seq_4831	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4832	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Seq_4833	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
Seq_4834	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4835	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349
Seq_4836	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4837	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4838	Bacteria	Firmicutes	Bacilli	RF39	Unclassified	Unclassified
Seq_4839	Bacteria	Firmicutes	Clostridia	Oscillospirales	Unclassified	Unclassified
Seq_4840	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4841	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Unclassified
Seq_4842	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium
Seq_4843	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
Seq_4844	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	Unclassified
Seq_4845	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4846	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	HN-HF0106	Unclassified
Seq_4847	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
Seq_4848	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4849	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
Seq_4850	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_4851	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_4852	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_4853	Bacteria	Firmicutes	Clostridia	Lachnospirales	Unclassified	Unclassified
Seq_4854	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
Seq_4855	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Seq_4856	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4857	Bacteria	Planctomycetota	vadinHA49	Unclassified	Unclassified	Unclassified
Seq_4858	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4859	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	Unclassified
Seq_4860	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Unclassified
Seq_4861	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4862	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Seq_4863	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Seq_4864	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4865	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas
Seq_4866	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4867	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4868	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified
Seq_4869	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4870	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Microcoleus PCC-7113
Seq_4871	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4872	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
Seq_4873	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12
Seq_4874	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	Unclassified	Unclassified
Seq_4875	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
Seq_4876	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4877	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
Seq_4878	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	Unclassified
Seq_4879	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
Seq_4880	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas
Seq_4881	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Unclassified
Seq_4882	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12
Seq_4883	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4884	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Seq_4885	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Seq_4886	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4887	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Seq_4888	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4889	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter
Seq_4890	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unclassified
Seq_4891	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4892	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4893	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
Seq_4894	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4895	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified
Seq_4896	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unclassified	Unclassified
Seq_4897	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
Seq_4898	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unclassified	Unclassified
Seq_4899	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema UTEX 2349
Seq_4900	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Seq_4901	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4902	Bacteria	Firmicutes	Clostridia	Oscillospirales	Unclassified	Unclassified
Seq_4903	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
Seq_4905	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Seq_4906	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Unclassified
Seq_4907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_4908	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella
Seq_4909	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified
Seq_4910	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_4911	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4912	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Seq_4913	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unclassified
Seq_4914	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Seq_4915	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Seq_4916	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis
Seq_4917	Bacteria	Firmicutes	Bacilli	RF39	Unclassified	Unclassified
Seq_4918	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4919	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Seq_4920	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Unclassified
Seq_4921	Bacteria	Firmicutes	Bacilli	RF39	Unclassified	Unclassified
Seq_4922	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified
Seq_4923	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4924	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Seq_4925	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Unclassified
Seq_4926	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
Seq_4927	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified
Seq_4928	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unclassified
Seq_4929	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4930	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4931	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Seq_4932	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4933	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Seq_4934	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified
Seq_4935	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_4936	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
Seq_4937	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
Seq_4938	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
Seq_4939	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified
Seq_4940	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Unclassified
Seq_4941	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
Seq_4942	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4943	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4944	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Unclassified
Seq_4945	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4946	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4947	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
Seq_4948	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified
Seq_4949	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
Seq_4950	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified
Seq_4951	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group
Seq_4952	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4953	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
Seq_4954	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4955	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_4956	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unclassified
Seq_4957	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola
Seq_4958	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unclassified
Seq_4959	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_4960	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_4961	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified
Seq_4962	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
Seq_4963	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
Seq_4964	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4965	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified
Seq_4966	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Acetanaerobacterium
Seq_4967	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera
